"Date","Open","High","Low","Close","Volume","ticker","name"
"1992-06-26 00:00:00-04:00","0.24681875104294107","0.26151016402619903","0.2409424952123913","0.252695769071579","224358400","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-06-29 00:00:00-04:00","0.2556339744078089","0.276202412550899","0.24975697675917335","0.2703253924846649","58732800","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-06-30 00:00:00-04:00","0.276202442189064","0.2791405602294831","0.25857214229687797","0.26151028275489807","34777600","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-07-01 00:00:00-04:00","0.26444921194775955","0.27032547153399356","0.2556340491610308","0.267387330532074","18316800","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-07-02 00:00:00-04:00","0.27032547153399356","0.27032547153399356","0.2615103311648699","0.267387330532074","13996800","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-07-06 00:00:00-04:00","0.26444921194775955","0.267387330532074","0.2615103311648699","0.267387330532074","5753600","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-07-07 00:00:00-04:00","0.267387330532074","0.267387330532074","0.2615103311648699","0.267387330532074","10662400","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-07-08 00:00:00-04:00","0.2673872810341705","0.2673872810341705","0.25857214229687797","0.26151028275489807","15500800","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-07-09 00:00:00-04:00","0.26444913461678315","0.2703253924846649","0.2615102546932892","0.2703253924846649","3923200","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-07-10 00:00:00-04:00","0.2703254035808792","0.276202423888351","0.264449145471791","0.273263543844223","11040000","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-07-13 00:00:00-04:00","0.27326341763200107","0.2791404128074646","0.27032527872569595","0.2791404128074646","5996800","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-07-14 00:00:00-04:00","0.2791404128074646","0.28795556930682237","0.27620229631874865","0.2791404128074646","17062400","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-07-15 00:00:00-04:00","0.28207871025723247","0.28795573115348816","0.27914056969953377","0.28795573115348816","4992000","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-07-16 00:00:00-04:00","0.2879557042506901","0.311462261242649","0.28501682418670354","0.3070543110370636","17062400","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-07-17 00:00:00-04:00","0.30852332856469844","0.3290917417658296","0.2997089316358671","0.3232154846191406","15667200","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-07-20 00:00:00-04:00","0.3217456272662903","0.3290917159254932","0.31440030080528636","0.32615357637405396","19744000","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-07-21 00:00:00-04:00","0.329091876745224","0.33496889850067446","0.323215617188345","0.329091876745224","7782400","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-07-22 00:00:00-04:00","0.32615357637405396","0.3290917159254932","0.31733844035672554","0.32615357637405396","10892800","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-07-23 00:00:00-04:00","0.32615359957233053","0.33202987909317017","0.3202766026884291","0.33202987909317017","10387200","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-07-24 00:00:00-04:00","0.32615355796867446","0.33790683287418555","0.3232154410006321","0.3349687159061432","7052800","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-07-27 00:00:00-04:00","0.3379068551339366","0.34966013081369945","0.33496873797234455","0.34231406450271606","11430400","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-07-28 00:00:00-04:00","0.34672217981300385","0.34966029838264084","0.323215617188345","0.329091876745224","18009600","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-07-29 00:00:00-04:00","0.32909163868567937","0.32909163868567937","0.3055850930652737","0.3129311800003052","30848000","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-07-30 00:00:00-04:00","0.30852346190613844","0.3144004613734838","0.3026471798021702","0.3114623427391052","11737600","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-07-31 00:00:00-04:00","0.31146211056938516","0.3144002270136364","0.3055850930652737","0.3129311800003052","6886400","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-08-03 00:00:00-04:00","0.308523353358067","0.32027663079421365","0.308523353358067","0.31586942076683044","4832000","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-08-04 00:00:00-04:00","0.3173385058642924","0.32321552596095743","0.3099924156886505","0.32174569368362427","6822400","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-08-05 00:00:00-04:00","0.3202766344861509","0.3202766344861509","0.3026470768102715","0.30852335691452026","9516800","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-08-06 00:00:00-04:00","0.30558521686239587","0.30852335691452026","0.29970895917574497","0.30852335691452026","3673600","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-08-07 00:00:00-04:00","0.3085233123284116","0.3202765882015228","0.2997089158634449","0.3202765882015228","8825600","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-08-10 00:00:00-04:00","0.3144003089464819","0.3261535848195931","0.3114621917365561","0.3202765882015228","5888000","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-08-11 00:00:00-04:00","0.3261536019836872","0.3261536019836872","0.31733846527419285","0.3232154846191406","4147200","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-08-12 00:00:00-04:00","0.3173384944340265","0.3202766344861509","0.3026470768102715","0.30852335691452026","12736000","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-08-13 00:00:00-04:00","0.30852335691452026","0.3129313067734378","0.3026470768102715","0.30852335691452026","48320000","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-08-14 00:00:00-04:00","0.3055851791126419","0.3114621982716177","0.2879556460321837","0.2908937633037567","17849600","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-08-17 00:00:00-04:00","0.2938318670880865","0.29677000641822815","0.28795561084539556","0.29677000641822815","2681600","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-08-18 00:00:00-04:00","0.2879556866754956","0.2938319444656372","0.2879556866754956","0.2938319444656372","2860800","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-08-19 00:00:00-04:00","0.2879556866754956","0.2938319444656372","0.2879556866754956","0.2938319444656372","2380800","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-08-20 00:00:00-04:00","0.2938319029929249","0.3011779919964848","0.285016766562376","0.2908937633037567","2489600","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-08-21 00:00:00-04:00","0.29089368079877104","0.29089368079877104","0.2850166857242584","0.2850166857242584","2048000","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-08-24 00:00:00-04:00","0.28795573115348816","0.29089384929358514","0.28207871025723247","0.28795573115348816","6905600","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-08-25 00:00:00-04:00","0.2820785468684226","0.287955564360524","0.2820785468684226","0.2850166857242584","4128000","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-08-26 00:00:00-04:00","0.2820786237716675","0.2879556428660237","0.27032534778118134","0.2820786237716675","19385600","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-08-27 00:00:00-04:00","0.2850168508149312","0.29089384929358514","0.28207871025723247","0.28795573115348816","6169600","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-08-28 00:00:00-04:00","0.2879556866754956","0.2938319444656372","0.28501680679088165","0.2938319444656372","3417600","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-08-31 00:00:00-04:00","0.29383193880951425","0.29677007885682644","0.28795568113248776","0.29236286878585815","4441600","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-09-01 00:00:00-04:00","0.2938318670880865","0.30264700244146825","0.2908937277579448","0.29677000641822815","2387200","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-09-02 00:00:00-04:00","0.30264702661668924","0.32615357786142213","0.296770030123999","0.3246845304965973","11692800","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-09-03 00:00:00-04:00","0.3232154410006321","0.34084497225982074","0.3232154410006321","0.3349687159061432","16480000","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-09-04 00:00:00-04:00","0.3349687204554333","0.3408449768889177","0.33202984124932133","0.3379068374633789","4249600","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-09-08 00:00:00-04:00","0.34084502305977404","0.3731667132079357","0.334968765830292","0.36582064628601074","17139200","SBUX","Starbucks Corporation (SBUX) Historical Data"
"1992-09-09 00:00:00-04:00","0.34966008548588906","0.3672896380386364","0.3408449505280531","0.3614133596420288","25299200","SBUX","Starbucks Corporation (SBUX) Historical Data"
